Route,FROM,TO,PASSENGERS,FREIGHT,MAIL,DAYS
CHANDIGARH-MUMBAI,CHANDIGARH,MUMBAI,408009.0,1889.7340599999998,1.77215,365
CHANDIGARH-PATNA,CHANDIGARH,PATNA,33170.0,36.68,0.0,306
CHANDIGARH-PUNE,CHANDIGARH,PUNE,57206.0,283.436,0.0,365
CHANDIGARH-RAIPUR,CHANDIGARH,RAIPUR,0.0,0.0,0.0,30
CHANDIGARH-SRINAGAR,CHANDIGARH,SRINAGAR,124449.0,112.723,0.0,365
CHANDIGARH-VADODARA,CHANDIGARH,VADODARA,372.0,0.029,0.0,245
CHENNAI-AGARTALA,CHENNAI,AGARTALA,9828.0,2.312,0.0,304
CHENNAI-AHMEDABAD,CHENNAI,AHMEDABAD,135802.0,1731.0230000000001,100.90899999999999,365
CHENNAI-ALLAHABAD,CHENNAI,ALLAHABAD,0.0,0.0,0.0,31
CHENNAI-AMRITSAR,CHENNAI,AMRITSAR,2126.0,6.475,0.0,306
CHENNAI-BAGDOGRA,CHENNAI,BAGDOGRA,58719.0,84.99817,4.497,365
CHENNAI-BENGALURU,CHENNAI,BENGALURU,461776.0,5199.74396,240.37089,365
CHENNAI-BHOPAL,CHENNAI,BHOPAL,5524.0,42.129000000000005,0.182,184
CHENNAI-BHUBANESWAR,CHENNAI,BHUBANESWAR,80691.0,393.333,106.45400000000001,365
CHENNAI-CHANDIGARH,CHENNAI,CHANDIGARH,42759.0,329.996,32.197,306
CHENNAI-COIMBATORE,CHENNAI,COIMBATORE,363998.0,170.971,3.351,365
CHENNAI-DABOLIM,CHENNAI,DABOLIM,71361.0,158.78014000000002,8.644,365
CHENNAI-DARBHANGA,CHENNAI,DARBHANGA,4462.0,0.439,0.0,365
CHENNAI-DEHRA DUN,CHENNAI,DEHRA DUN,9399.0,8.838,0.0,365
CHENNAI-DELHI,CHENNAI,DELHI,952666.0,12394.27202,803.71892,365
CHENNAI-DIBRUGARH,CHENNAI,DIBRUGARH,6519.0,2.1870000000000003,0.0,365
CHENNAI-DURGAPUR,CHENNAI,DURGAPUR,47988.0,21.625,0.0,365
CHENNAI-GORAKHPUR,CHENNAI,GORAKHPUR,817.0,0.0,0.0,243
CHENNAI-GUWAHATI,CHENNAI,GUWAHATI,148011.0,1150.52159,98.51226,365
CHENNAI-HUBLI,CHENNAI,HUBLI,18381.0,0.9309999999999999,6.131,365
CHENNAI-HYDERABAD,CHENNAI,HYDERABAD,522429.0,5892.979,359.71849,365
CHENNAI-INDORE,CHENNAI,INDORE,24083.0,538.093,28.969,365
CHENNAI-JABALPUR,CHENNAI,JABALPUR,854.0,8.230449999999998,0.0,92
CHENNAI-JAIPUR,CHENNAI,JAIPUR,57016.0,204.12199999999999,57.7115,365
CHENNAI-JODHPUR,CHENNAI,JODHPUR,60631.0,99.46663,36.582,365
CHENNAI-KADAPA,CHENNAI,KADAPA,2591.0,0.451,0.0,306
CHENNAI-KANNUR,CHENNAI,KANNUR,22088.0,4.42,0.0,365
CHENNAI-KANPUR,CHENNAI,KANPUR,148.0,0.003,0.0,92
CHENNAI-KOCHI,CHENNAI,KOCHI,221853.0,329.78289,133.993,365
CHENNAI-KOLHAPUR,CHENNAI,KOLHAPUR,0.0,0.0,0.0,31
CHENNAI-KOLKATA,CHENNAI,KOLKATA,434639.0,3153.48617,145.7685,365
CHENNAI-KOZHIKODE,CHENNAI,KOZHIKODE,24286.0,6.12,5.322,365
CHENNAI-KURNOOL,CHENNAI,KURNOOL,5167.0,0.656,0.0,365
CHENNAI-LUCKNOW,CHENNAI,LUCKNOW,45384.0,300.554,68.026,365
CHENNAI-MADURAI,CHENNAI,MADURAI,167295.0,34.9425,14.05925490053298,365
CHENNAI-MANGALORE,CHENNAI,MANGALORE,23775.0,1.239,9.816,365
CHENNAI-MUMBAI,CHENNAI,MUMBAI,905671.0,7262.09707,489.5953633078101,365
CHENNAI-MYSORE,CHENNAI,MYSORE,20622.0,0.586,0.0,365
CHENNAI-NAGPUR,CHENNAI,NAGPUR,18539.0,51.692,8.115,304
CHENNAI-NASIK,CHENNAI,NASIK,1133.0,0.0,0.0,184
CHENNAI-PATNA,CHENNAI,PATNA,40686.0,176.53552,48.367,365
CHENNAI-PORT BLAIR,CHENNAI,PORT BLAIR,203319.0,1594.54097,31.877,365
CHENNAI-PUNE,CHENNAI,PUNE,234634.0,2998.28404,79.52,365
CHENNAI-RAIPUR,CHENNAI,RAIPUR,30665.0,110.037,14.592,365
CHENNAI-RAJAHMUNDRY,CHENNAI,RAJAHMUNDRY,21688.0,1.5290000000000001,0.0,365
CHENNAI-RAJKOT,CHENNAI,RAJKOT,0.0,0.0,0.0,30
CHENNAI-RANCHI,CHENNAI,RANCHI,43377.0,261.7715,16.57,365
CHENNAI-SHIRDI,CHENNAI,SHIRDI,68610.0,328.1762,5.266,365
CHENNAI-SRINAGAR,CHENNAI,SRINAGAR,5597.0,4.939,0.0,306
CHENNAI-SURAT,CHENNAI,SURAT,30936.0,405.435,14.296,337
CHENNAI-TIRUCHIRAPALLY,CHENNAI,TIRUCHIRAPALLY,80900.0,12.607,2.916,365
CHENNAI-TIRUPATI,CHENNAI,TIRUPATI,112.0,0.0,0.0,61
CHENNAI-TRIVANDRUM,CHENNAI,TRIVANDRUM,139102.0,64.548,77.67399999999999,365
CHENNAI-TUTICORIN,CHENNAI,TUTICORIN,77595.0,2.2279999999999998,0.0,365
CHENNAI-UDAIPUR,CHENNAI,UDAIPUR,153.0,0.0,0.0,60
CHENNAI-VADODARA,CHENNAI,VADODARA,7697.0,66.42,1.033,275
CHENNAI-VARANASI,CHENNAI,VARANASI,40967.0,22.31849,24.948999999999998,365
CHENNAI-VIJAYAWADA,CHENNAI,VIJAYAWADA,42540.0,32.256,13.932,365
CHENNAI-VISAKHAPATNAM,CHENNAI,VISAKHAPATNAM,111797.0,319.959,88.848,365
COIMBATORE-AHMEDABAD,COIMBATORE,AHMEDABAD,7095.0,96.692,0.0,365
COIMBATORE-BENGALURU,COIMBATORE,BENGALURU,140222.0,347.777,0.281,365
COIMBATORE-CHENNAI,COIMBATORE,CHENNAI,355361.0,271.801,0.601,365
COIMBATORE-DABOLIM,COIMBATORE,DABOLIM,2526.0,0.5770000000000001,0.0,123
COIMBATORE-DELHI,COIMBATORE,DELHI,152383.0,1498.6613,0.0,365
COIMBATORE-DURGAPUR,COIMBATORE,DURGAPUR,173.0,0.0,0.0,61
COIMBATORE-GUWAHATI,COIMBATORE,GUWAHATI,4940.0,4.603,0.0,365
COIMBATORE-HYDERABAD,COIMBATORE,HYDERABAD,190143.0,453.372,0.0,365
COIMBATORE-JAIPUR,COIMBATORE,JAIPUR,6007.0,30.307000000000002,0.0,365
COIMBATORE-KOCHI,COIMBATORE,KOCHI,496.0,8.9789,0.0,121
COIMBATORE-KOLKATA,COIMBATORE,KOLKATA,826.0,4.709,0.0,92
COIMBATORE-KOZHIKODE,COIMBATORE,KOZHIKODE,172.0,0.0,0.0,31
COIMBATORE-MANGALORE,COIMBATORE,MANGALORE,1791.0,27.1285,0.0,212
COIMBATORE-MUMBAI,COIMBATORE,MUMBAI,188655.0,1619.16476,62.459,365
COIMBATORE-MYSORE,COIMBATORE,MYSORE,58.0,0.0,0.0,31
COIMBATORE-PUNE,COIMBATORE,PUNE,36789.0,78.096,0.196,337
COIMBATORE-RAIPUR,COIMBATORE,RAIPUR,256.0,0.0,0.0,61
COIMBATORE-SURAT,COIMBATORE,SURAT,5547.0,3.8,0.0,337
COIMBATORE-TIRUPATI,COIMBATORE,TIRUPATI,3238.0,0.0,0.0,276
COIMBATORE-TRIVANDRUM,COIMBATORE,TRIVANDRUM,0.0,0.0,0.0,31
COIMBATORE-VISAKHAPATNAM,COIMBATORE,VISAKHAPATNAM,658.0,1.91,0.0,306
DABOLIM-AHMEDABAD,DABOLIM,AHMEDABAD,210505.0,202.01001000000002,4.373,365
DABOLIM-AMRITSAR,DABOLIM,AMRITSAR,16182.0,2.073,0.502,276
DABOLIM-BENGALURU,DABOLIM,BENGALURU,484761.0,1010.067034,21.262999999999998,365
DABOLIM-BHUBANESWAR,DABOLIM,BHUBANESWAR,1264.0,0.0,0.05,31
DABOLIM-CHANDIGARH,DABOLIM,CHANDIGARH,75357.0,30.894000000000002,1.069,365
DABOLIM-CHENNAI,DABOLIM,CHENNAI,70744.0,217.08241999999998,13.987,365
DABOLIM-COIMBATORE,DABOLIM,COIMBATORE,2106.0,1.364,0.14,123
DABOLIM-DARBHANGA,DABOLIM,DARBHANGA,0.0,0.0,0.0,61
DABOLIM-DELHI,DABOLIM,DELHI,967634.0,1455.85692,29.999,365
DABOLIM-GUWAHATI,DABOLIM,GUWAHATI,4738.0,5.24,0.006,245
DABOLIM-HYDERABAD,DABOLIM,HYDERABAD,454813.0,408.582674,6.5169999999999995,365
DABOLIM-INDORE,DABOLIM,INDORE,40772.0,8.661,1.946,365
DABOLIM-JAIPUR,DABOLIM,JAIPUR,44811.0,19.697,1.538,365
DABOLIM-KANNUR,DABOLIM,KANNUR,2868.0,0.0,0.0,120
DABOLIM-KOCHI,DABOLIM,KOCHI,4315.0,4.44326,0.488,90
DABOLIM-KOLKATA,DABOLIM,KOLKATA,83532.0,180.58116,14.316,365
DABOLIM-LUCKNOW,DABOLIM,LUCKNOW,64930.0,67.2425,4.33,365
DABOLIM-MUMBAI,DABOLIM,MUMBAI,1052303.0,1199.64003,44.74,365
DABOLIM-MYSORE,DABOLIM,MYSORE,12265.0,0.0,0.0,365
DABOLIM-NAGPUR,DABOLIM,NAGPUR,29522.0,29.569000000000003,1.077,307
DABOLIM-PUNE,DABOLIM,PUNE,110827.0,57.425760000000004,0.007,365
DABOLIM-RAIPUR,DABOLIM,RAIPUR,13667.0,3.5140000000000002,0.752,365
DABOLIM-RAJKOT,DABOLIM,RAJKOT,18823.0,39.18362,0.0,365
DABOLIM-SURAT,DABOLIM,SURAT,63531.0,101.43771,1.649,365
DABOLIM-TRIVANDRUM,DABOLIM,TRIVANDRUM,0.0,0.0,0.0,31
DABOLIM-VARANASI,DABOLIM,VARANASI,19.0,0.0,0.0,61
DABOLIM-VIJAYAWADA,DABOLIM,VIJAYAWADA,0.0,0.0,0.0,92
DARBHANGA-BENGALURU,DARBHANGA,BENGALURU,79165.0,338.26664999999997,0.0,365
DARBHANGA-CHENNAI,DARBHANGA,CHENNAI,2504.0,1.121,0.0,365
DARBHANGA-DABOLIM,DARBHANGA,DABOLIM,15.0,0.0,0.0,61
DARBHANGA-DELHI,DARBHANGA,DELHI,91654.0,215.93017,0.0,365
DARBHANGA-HYDERABAD,DARBHANGA,HYDERABAD,42003.0,5.381,0.0,365
DARBHANGA-KOLKATA,DARBHANGA,KOLKATA,30539.0,22.557000000000002,0.0,365
DARBHANGA-MUMBAI,DARBHANGA,MUMBAI,69721.0,217.84718,0.0,365
DEHRA DUN-AHMEDABAD,DEHRA DUN,AHMEDABAD,53146.0,21.683970000000002,0.004,365
DEHRA DUN-ALLAHABAD,DEHRA DUN,ALLAHABAD,16817.0,0.048,0.0,365
DEHRA DUN-AMRITSAR,DEHRA DUN,AMRITSAR,333.0,0.0,0.0,92
DEHRA DUN-BENGALURU,DEHRA DUN,BENGALURU,67795.0,432.391,0.6849999999999999,365
DEHRA DUN-BHUBANESWAR,DEHRA DUN,BHUBANESWAR,552.0,0.10300000000000001,0.001,214
DEHRA DUN-CHANDIGARH,DEHRA DUN,CHANDIGARH,1995.0,11.3657,0.0,215
DEHRA DUN-CHENNAI,DEHRA DUN,CHENNAI,9339.0,260.65,0.20600000000000002,365
DEHRA DUN-DELHI,DEHRA DUN,DELHI,299954.0,200.864454,4.194,365
DEHRA DUN-GUWAHATI,DEHRA DUN,GUWAHATI,4357.0,1.91,0.0,245
DEHRA DUN-HYDERABAD,DEHRA DUN,HYDERABAD,39268.0,22.815,0.333,306
DEHRA DUN-JAIPUR,DEHRA DUN,JAIPUR,28845.0,0.031,0.005,337
DEHRA DUN-KOLKATA,DEHRA DUN,KOLKATA,14124.0,4.9030000000000005,0.002,245
DEHRA DUN-LUCKNOW,DEHRA DUN,LUCKNOW,44392.0,5.413398999999999,1.7091680000000002,365
DEHRA DUN-MUMBAI,DEHRA DUN,MUMBAI,156975.0,79.9966,6.138,365
DEHRA DUN-PANTNAGAR,DEHRA DUN,PANTNAGAR,7504.0,0.0,0.0,304
DEHRA DUN-PATNA,DEHRA DUN,PATNA,0.0,0.0,0.0,92
DEHRA DUN-PUNE,DEHRA DUN,PUNE,7726.0,7.3180000000000005,0.0,306
DEHRA DUN-VARANASI,DEHRA DUN,VARANASI,9106.0,11.09316,0.0,245
DELHI-AGARTALA,DELHI,AGARTALA,60670.0,249.6685,27.481714044706873,365
DELHI-AHMEDABAD,DELHI,AHMEDABAD,930275.0,14662.861108000001,187.174306,365
DELHI-AIZAWL,DELHI,AIZAWL,22640.0,84.4237,2.627,365
DELHI-AJMER,DELHI,AJMER,13212.0,0.026,0.0,243
DELHI-ALLAHABAD,DELHI,ALLAHABAD,57689.0,16.4083,59.814024,365
DELHI-AMRITSAR,DELHI,AMRITSAR,382841.0,602.12506,3.1265774647887326,365
DELHI-AURANGABAD,DELHI,AURANGABAD,84812.0,557.489,5.08,365
DELHI-BAGDOGRA,DELHI,BAGDOGRA,479955.0,2681.4592199999997,48.059,365
DELHI-BAREILLY,DELHI,BAREILLY,14192.0,0.00333,0.0,365
DELHI-BELGAUM,DELHI,BELGAUM,30028.0,2.50368,0.0,365
DELHI-BENGALURU,DELHI,BENGALURU,1985878.0,27605.94501,302.57088090692287,365
DELHI-BHOPAL,DELHI,BHOPAL,212878.0,1097.3914,118.5312995325126,365
DELHI-BHUBANESWAR,DELHI,BHUBANESWAR,483493.0,3364.03561,255.28833689062293,365
DELHI-BIKANER,DELHI,BIKANER,14135.0,0.11492,0.0,365
DELHI-BILASPUR,DELHI,BILASPUR,5324.0,0.0,0.0,365
DELHI-CHANDIGARH,DELHI,CHANDIGARH,362923.0,490.30822,29.292040999999998,365
DELHI-CHENNAI,DELHI,CHENNAI,959096.0,11693.40129,244.63557575560355,365
DELHI-COIMBATORE,DELHI,COIMBATORE,150146.0,1487.74972,25.795,365
DELHI-DABOLIM,DELHI,DABOLIM,949040.0,2266.13324,25.90150110011001,365
DELHI-DARBHANGA,DELHI,DARBHANGA,91595.0,278.23555,0.0,365
DELHI-DEHRA DUN,DELHI,DEHRA DUN,297887.0,146.330883,86.583,365
DELHI-DHARAMSALA,DELHI,DHARAMSALA,78108.0,0.61404,0.043549,365
DELHI-DIBRUGARH,DELHI,DIBRUGARH,131386.0,319.47,36.1685,365
DELHI-DIMAPUR,DELHI,DIMAPUR,31467.0,40.698,1.9859999999999998,365
DELHI-DURGAPUR,DELHI,DURGAPUR,51233.0,16.75,0.0,365
DELHI-Deoghar Airport,DELHI,Deoghar Airport,18686.0,2.054,0.0,184
DELHI-GAYA,DELHI,GAYA,42237.0,2.5100000000000002,0.0,365
DELHI-GORAKHPUR,DELHI,GORAKHPUR,146673.0,168.55285,120.91499999999999,365
DELHI-GUWAHATI,DELHI,GUWAHATI,694884.0,5474.96991,323.2965,365
DELHI-GWALIOR,DELHI,GWALIOR,21328.0,4.484,0.0,365
DELHI-HUBLI,DELHI,HUBLI,8020.0,0.635,0.0,61
DELHI-HYDERABAD,DELHI,HYDERABAD,1216946.0,12759.100838,291.3525614090637,365
DELHI-IMPHAL,DELHI,IMPHAL,103052.0,1159.4022,52.157,365
DELHI-INDORE,DELHI,INDORE,352074.0,2246.97226,165.7536155124654,365
DELHI-JABALPUR,DELHI,JABALPUR,79852.0,81.32105,0.0,365
DELHI-JAGDALPUR,DELHI,JAGDALPUR,2223.0,0.004,0.0,245
DELHI-JAIPUR,DELHI,JAIPUR,275817.0,435.46028,137.6985,365
DELHI-JAISALMER,DELHI,JAISALMER,20473.0,0.7064999999999999,0.0,182
DELHI-JAMMU,DELHI,JAMMU,412587.0,665.8789100000001,24.18,365
DELHI-JHARSUGUDA,DELHI,JHARSUGUDA,48136.0,70.77987,0.0,365
DELHI-JODHPUR,DELHI,JODHPUR,117330.0,39.508649999999996,13.642906077348066,365
DELHI-JORHAT,DELHI,JORHAT,10394.0,1.163,0.0,365
DELHI-KANDLA,DELHI,KANDLA,19598.0,0.2205,0.0,334
DELHI-KANNUR,DELHI,KANNUR,15551.0,6.7940000000000005,0.0,365
DELHI-KANPUR,DELHI,KANPUR,22672.0,19.181720000000002,0.0,365
DELHI-KHAJURAHO,DELHI,KHAJURAHO,8542.0,0.0,0.0,334
DELHI-KOCHI,DELHI,KOCHI,421933.0,4517.52963,214.387,365
DELHI-KOLKATA,DELHI,KOLKATA,1290370.0,18698.612090000002,498.2978731615966,365
DELHI-KOZHIKODE,DELHI,KOZHIKODE,89047.0,329.5648,15.441,365
DELHI-KULLU,DELHI,KULLU,8806.0,0.182715,0.558125,365
DELHI-Kushinagar International Airport,DELHI,Kushinagar International Airport,13171.0,0.0,0.0,365
DELHI-LEH,DELHI,LEH,464365.0,2273.38008,103.02828000000001,365
DELHI-LUCKNOW,DELHI,LUCKNOW,594012.0,2214.727194,442.134,365
DELHI-MADURAI,DELHI,MADURAI,42673.0,215.118,3.26,337
